食品分類,樣品名稱,俗名,粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),糖質總量(g),鈉(mg),反式脂肪(mg),酒精含量(g)
魚貝類,鯔(8月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",17.3,16.7,5.8,0.0,,73.0,,
魚貝類,"鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",21.3,4.2,1.4,0.0,,63.0,,
魚貝類,"鯔(11月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",21.5,5.5,1.8,0.0,,57.0,,
魚貝類,"鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",21.1,5.2,1.9,0.9,,59.0,,
魚貝類,"鯔(12月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",21.8,6.2,1.8,0.2,,37.0,,
魚貝類,鯔切片,"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",21.2,8.8,2.4,0.0,0.0,27.0,,
魚貝類,鯔(含皮),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",20.6,7.4,2.6,0.0,,49.0,,
魚貝類,斑鰭飛魚,"小烏,飛烏,花烏(澎湖)",22.0,0.1,0.0,0.2,,54.0,,
魚貝類,斑鱵,"補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",20.6,0.3,0.1,0.3,,79.0,,
魚貝類,鱷形叉尾鶴鱵,"青旗,學仔,白天青旗,圓學(澎湖)",22.4,0.3,0.1,0.2,,64.0,,
魚貝類,金鱗魚,,19.5,0.2,0.1,1.3,,61.0,,
魚貝類,鱗馬鞭魚,"馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東) ",18.5,0.5,0.2,0.0,0.0,121.0,,
魚貝類,黃鱔,"鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",17.6,1.4,0.4,1.0,0.0,55.0,,
魚貝類,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",18.3,0.2,0.0,0.0,,67.0,,
魚貝類,環紋簑?,"龍鬚簑?,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",18.4,0.1,0.0,0.0,,145.0,,
魚貝類,深海鱗角魚,"深海角魚,雞角,角仔魚",17.7,0.5,0.2,0.0,,105.0,,
魚貝類,尖嘴鱸(去皮),"金目鱸,盲槽,扁紅目鱸",20.6,1.2,0.3,0.1,,48.0,,
魚貝類,尖嘴鱸(含皮),"金目鱸,盲槽,扁紅目鱸",19.6,2.6,1.0,0.0,,51.0,,
魚貝類,日本花鱸平均值,"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",19.9,1.5,0.4,0.9,,62.0,,
魚貝類,日本花鱸(2月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",20.1,1.0,0.3,1.9,,44.0,,
魚貝類,日本花鱸((3月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",20.0,1.6,0.5,0.5,,65.0,,
魚貝類,日本花鱸((8月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",19.0,1.6,0.5,1.5,,57.0,,
魚貝類,日本花鱸((11月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",20.5,1.3,0.4,0.1,,64.0,,
魚貝類,日本花鱸((12月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",19.6,1.9,0.5,0.4,,78.0,,
魚貝類,日本花鱸(含皮),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",19.2,3.2,1.1,0.8,0.0,55.0,10.0,
魚貝類,白鱸,,17.7,0.1,0.0,1.0,,55.0,,
魚貝類,條紋狼鱸,,21.4,6.2,1.6,0.0,0.2,69.0,,
魚貝類,鱖,,17.7,1.5,0.5,0.0,0.0,47.0,,
魚貝類,白緣星鱠,"闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",19.9,1.8,0.8,0.0,0.0,70.0,,
魚貝類,青星九刺鮨平均值,"紅鱠(條/格),七星斑,紅格仔,過(?/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",20.9,0.5,0.2,0.0,0.0,46.0,,
魚貝類,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",19.3,0.1,0.0,0.5,,47.0,,
魚貝類,青星九刺鮨魚片,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",22.6,0.8,0.4,0.0,0.0,45.0,,
魚貝類,斑帶石斑魚,"石斑,過魚,罔仔,竹節鱠,擬青石斑魚",20.2,0.5,0.2,0.0,0.0,91.0,,
魚貝類,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽",20.6,3.8,1.0,1.2,0.1,69.0,9.0,
魚貝類,斑點九刺鮨(去皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",18.8,0.2,,0.9,0.0,157.0,,
魚貝類,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",19.4,0.1,0.1,0.0,,59.0,,
魚貝類,棕點石斑魚,"老虎斑,過魚",19.1,3.7,1.4,0.0,0.0,79.0,,
魚貝類,鞍帶石斑魚片,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港) ",19.1,8.2,2.9,0.2,0.0,118.0,,
魚貝類,駝背鱸,"老鼠斑,?魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",18.1,0.6,0.3,0.0,,93.0,,
魚貝類,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港) ",19.3,0.3,0.1,0.0,0.0,81.0,,
魚貝類,大口黑鱸,"黑鱸,加州鱸,淡水鱸",20.7,4.6,1.2,0.0,,101.0,,
魚貝類,日本紅目大眼鯛,"紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖) ",19.6,1.5,0.5,0.0,,63.0,,
魚貝類,血斑異大眼鯛,"紅目鰱,嚴公仔",20.6,0.6,0.2,0.0,,119.0,,
魚貝類,多鱗沙?,"沙腸仔,kiss 魚",18.6,1.2,0.5,0.6,,96.0,,
魚貝類,日本馬頭魚,"馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛 ",18.7,0.6,0.2,0.0,,86.0,,
魚貝類,白馬頭魚,"馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛 ",19.2,1.0,0.4,0.1,,63.0,,
魚貝類,鬼頭刀魚片,"?魚,萬魚,飛烏虎,鬼頭刀(臺東),?,萬引,扁頭刀(澎湖),九萬仔(澎湖)",17.2,0.5,0.2,0.0,0.0,178.0,,
魚貝類,鬼頭刀,"?魚,萬魚,飛烏虎,鬼頭刀(臺東),?,萬引,扁頭刀(澎湖),九萬仔(澎湖)",21.8,1.5,0.5,0.0,,55.0,,
魚貝類,海鱺,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",20.4,2.1,1.1,0.0,,131.0,,
魚貝類,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",19.3,20.1,7.2,0.0,0.1,50.0,29.0,
魚貝類,大口逆??,"七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",21.8,1.1,0.5,0.1,,54.0,,
魚貝類,大甲?,"鐵甲,扁甲,大目巴攏,大甲?",21.2,1.6,0.7,0.4,,90.0,,
魚貝類,日本竹筴魚,"巴攏,竹莢魚,瓜仔魚,真?,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",23.0,2.0,0.7,0.0,0.0,88.0,,
魚貝類,布氏鯧?(去皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘?,甘仔魚(臺東),紅紗(澎湖) ",20.3,11.7,4.0,0.0,0.0,49.0,,
魚貝類,布氏鯧?(含皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘?,甘仔魚(臺東),紅紗(澎湖)",17.5,12.8,5.5,0.0,,36.0,,
魚貝類,杜氏鰤,"紅甘,紅甘?,竹午,汕午,紅頭午 ",21.9,2.4,0.9,0.2,,41.0,,
魚貝類,長鰭鰤魚,"油甘,黃尾?,甘仔,扁午,扁甘,柴魽",22.8,1.9,0.9,2.7,0.1,87.0,0.0,
魚貝類,范氏副葉?,甘仔魚,20.9,2.1,1.0,2.1,0.0,62.0,,
魚貝類,泰勃圓?,硬尾,22.8,1.7,0.6,1.4,,62.0,,
魚貝類,烏鯧,"烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧",20.4,0.8,0.4,0.0,0.1,114.0,2.0,
魚貝類,無斑圓?,"紅瓜魚,巴攏,紅扁?,赤尾仔(臺東),赤尾,馬尾冬,紅瓜?,紅尾巴弄(澎湖) ",23.9,1.9,0.7,0.0,,130.0,,
魚貝類,藍圓?,"硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",24.0,1.3,0.5,0.0,0.8,57.0,,
魚貝類,雙帶?,"海草,拉侖,拉崙/柴魚/青甘(澎湖)",22.6,2.4,1.0,0.0,,43.0,,
魚貝類,眼眶魚,"皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖)",20.3,2.9,1.3,0.2,,108.0,,
魚貝類,斯氏長鰭烏魴,"深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖) ",22.4,0.1,0.0,0.0,,40.0,,
魚貝類,史氏紅諧魚,"紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜",21.1,0.7,0.2,0.0,0.0,75.0,,
魚貝類,希氏姬鯛,"鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜",21.1,0.1,0.0,0.5,,57.0,,
魚貝類,赤鰭笛鯛,"紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖) ",20.4,0.1,,0.0,,91.0,,
魚貝類,孟加拉笛鯛,"赤筆仔,黃雞母(澎湖)",19.8,0.3,0.1,0.0,,62.0,,
魚貝類,前鱗笛鯛,赤筆仔,22.0,0.8,0.4,0.9,0.0,60.0,,
魚貝類,馬拉巴笛鯛,"赤海,赤筆仔",20.2,0.0,0.0,0.0,,96.0,,
魚貝類,單斑笛鯛,"點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東) ",20.7,1.9,0.8,0.0,,45.0,,
魚貝類,黃擬烏尾?,"黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",18.7,0.1,0.0,0.3,,82.0,,
魚貝類,葉唇笛鯛,"厚唇仔,紅魚",19.9,3.7,1.7,0.0,0.0,75.0,,
魚貝類,松鯛,"打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",18.2,2.3,1.0,0.1,,76.0,,
魚貝類,三線磯鱸,"三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",19.0,5.4,2.3,0.6,,58.0,,
魚貝類,星雞魚,"雞仔魚,石鱸,厚鱸,頭額/金龍/?額(澎湖) ",20.6,1.2,0.5,0.4,,73.0,,
魚貝類,密點少棘胡椒鯛,"雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖) ",19.5,1.2,0.5,0.0,,74.0,,
魚貝類,金線魚,"金線鰱,黃線,紅杉",20.9,3.3,1.5,0.0,,103.0,,
魚貝類,青嘴龍占魚,"龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)",22.7,3.4,1.2,0.0,0.0,87.0,,
魚貝類,網紋龍占魚,"龍尖,龍占(臺東)",21.7,1.0,0.4,0.0,,90.0,,
魚貝類,平鯛,"黃錫鯛,枋頭,邦頭/枋頭/白嘉?(澎湖)",21.0,7.6,1.9,0.5,0.0,32.0,0.0,
魚貝類,阿部牙鯛,"赤?,阿部赤?",18.9,4.8,1.9,0.0,,65.0,,
魚貝類,真鯛平均值(去皮),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.6,2.5,0.9,0.2,,60.0,,
魚貝類,真鯛(1月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.1,1.6,0.6,0.7,,54.0,,
魚貝類,真鯛(3月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.8,1.3,0.5,0.7,,64.0,,
魚貝類,真鯛(5月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.0,0.1,0.1,0.0,,64.0,,
魚貝類,真鯛(8月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.6,9.8,4.0,1.7,,51.0,,
魚貝類,真鯛(9月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",21.6,0.0,,0.0,,60.0,,
魚貝類,真鯛(11月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",20.3,2.0,0.8,0.0,,66.0,,
魚貝類,黃鰭棘鯛,"黃鰭鯛,黃鰭,赤翅仔,赤翅,花身,鏡鯛 ",19.2,6.0,1.9,0.6,,70.0,,
魚貝類,黑棘鯛(去皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",20.3,5.5,1.6,0.6,,46.0,,
魚貝類,黑棘鯛(含皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",19.5,9.0,2.5,0.0,0.1,66.0,58.0,
魚貝類,多鱗四指馬?,"四絲馬?,四指馬?,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖)",19.0,7.2,2.6,0.0,,69.0,,
魚貝類,大黃魚,"黃魚,黃瓜,黃花魚,黃口,火口,大黃花",16.8,7.8,2.9,0.2,,40.0,,
魚貝類,小黃魚(去皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",20.0,1.6,0.6,0.0,,92.0,,
魚貝類,小黃魚(含皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",19.4,1.9,0.6,0.0,,76.0,,
魚貝類,白姑魚,"白口,帕頭,黃順,加網(澎湖)",18.8,1.8,0.8,0.0,,85.0,,
魚貝類,眼斑擬石首魚,紅鼓魚,19.7,1.2,0.4,0.9,,71.0,,
魚貝類,黃姑魚,"春子,假黃魚,黃婆,紅花(臺南安平)  ",19.4,0.7,0.2,0.0,,71.0,,
魚貝類,黑? ,"黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚",17.9,8.0,3.1,1.2,,56.0,,
魚貝類,鮸,"鮸仔,敏魚,米魚,水鮸仔",23.3,0.5,0.2,0.0,0.0,52.0,,
魚貝類,鱗鰭叫姑魚,"春子,油口/臭肚仔/金線加網(澎湖) ",18.4,2.3,1.2,0.3,,78.0,,
魚貝類,黑斑海緋鯉,"秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖) ",18.8,1.8,0.8,0.0,,55.0,,
魚貝類,斑點雞籠鯧,"銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖) ",21.9,0.4,0.1,0.0,,71.0,,
魚貝類,花身?,"花身仔,斑吾,雞仔魚,三抓仔,花身?,邦五/斑午/兵舅仔/斑龜仔(澎湖) ",19.5,8.2,2.8,0.0,,60.0,,
魚貝類,花尾唇指翁(翁加魚邊) ,"咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",19.8,3.4,1.3,0.6,,71.0,,
魚貝類,尼羅口孵非鯽(去皮),"南洋鯽仔,尼羅吳郭魚",20.4,2.9,0.8,0.0,,62.0,,
魚貝類,尼羅口孵非鯽(含皮),"南洋鯽仔,尼羅吳郭魚",19.4,4.7,1.5,0.0,,42.0,,
魚貝類,尼羅口孵非鯽(含皮)(2022年取樣),"南洋鯽仔,尼羅吳郭魚",20.4,3.9,1.0,3.0,0.0,62.0,13.0,
魚貝類,花身副麗魚,"珍珠石斑,淡水石斑,馬拉麗體魚",17.7,4.1,1.4,1.1,,49.0,,
魚貝類,紅色吳郭魚,"尼羅魚;台灣鯛,紅色尼羅魚,姬鯛,紅吳郭魚,濱鯛",18.3,3.3,1.1,1.3,,68.0,,
魚貝類,台灣鯛魚片(生),,18.2,3.6,1.0,2.5,,46.0,,
魚貝類,台灣鯛魚片(生)(2021年),,17.9,3.7,1.3,1.5,0.1,31.0,26.0,
魚貝類,台灣鯛魚片(水煮),,23.4,3.3,1.1,1.3,,34.0,,
魚貝類,台灣鯛魚片(油煎),,23.1,6.9,1.3,1.9,,67.0,,
魚貝類,"台灣鯛魚片(烤,190℃,10分鐘)",,19.7,3.0,0.9,1.8,,48.0,,
魚貝類,"台灣鯛魚片(烤,190℃,20分鐘)",,23.0,4.0,1.2,2.1,,54.0,,
魚貝類,"台灣鯛魚片(烤,230℃,10分鐘)",,21.3,4.0,1.2,1.5,,50.0,,
魚貝類,"台灣鯛魚片(烤,230℃,20分鐘)",,24.6,4.1,1.3,2.5,,65.0,,
魚貝類,台灣鯛魚片(清蒸),,19.3,3.3,1.0,2.2,,59.0,,
魚貝類,台灣鯛魚片(微波),,24.9,3.7,1.1,1.4,,85.0,,
魚貝類,台灣鯛魚湯(水煮),,0.9,0.2,0.1,0.0,,13.0,,
魚貝類,莫三比克口孵非鯽,"非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)  ",19.5,3.2,1.0,0.0,,91.0,,
魚貝類,薔薇項鰭魚(去皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",17.3,2.4,1.2,0.0,,138.0,,
魚貝類,薔薇項鰭魚(含皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",17.9,1.8,0.9,0.0,,126.0,,
魚貝類,藍豬齒魚,"石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",18.5,0.2,0.1,0.2,,65.0,,
魚貝類,福氏鸚哥魚(去皮),"紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",19.6,0.0,0.0,0.2,,86.0,,
魚貝類,橫紋鸚哥魚(含皮),鸚哥,18.9,0.0,0.0,0.0,,89.0,,
魚貝類,藍點鸚哥魚,"鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖) ",20.1,0.1,,0.6,,61.0,,
魚貝類,金錢魚,"變身苦,遍身苦(澎湖),金鼓",19.3,12.6,4.9,0.0,,70.0,,
魚貝類,褐臭肚魚,"臭肚,象魚,樹魚,羊鍋,疏網,茄冬仔,象耳/臭肚仔/羊矮仔/盧矮仔(澎湖)",19.9,8.8,3.4,0.6,,52.0,,
魚貝類,杜氏刺尾鯛,"眼紋倒吊,粗皮仔,倒吊(臺東)",19.1,6.2,2.8,0.6,,38.0,,
魚貝類,後刺尾鯛,"倒吊,粗皮仔,番倒吊(澎湖),半水吊",20.4,1.7,0.9,0.0,0.0,94.0,,
魚貝類,鋸尾鯛,"黑豬哥,黑將軍,打鐵婆,剝皮仔,老娘(澎湖) ",19.0,1.4,0.5,0.3,,57.0,,
魚貝類,大眼金梭魚,"針梭,竹梭,巴拉庫答",21.8,7.1,3.0,0.0,,71.0,,
魚貝類,鱗網帶鰆切片,"油魚,細鱗仔,玉梭魚,白玉豚",17.3,22.0,0.5,0.0,,84.0,,
魚貝類,鱗網帶鰆(含皮),"油魚,細鱗仔,玉梭魚,白玉豚",18.0,20.7,8.7,0.0,,31.0,,
魚貝類,白帶魚,"白魚,裙帶,肥帶,油帶,天竺帶魚,白帶魚,黃稜油帶(澎湖) ",19.6,2.0,0.9,0.0,,54.0,,
魚貝類,大目鮪,"大目仔,大眼鮪,大目串,短墩,串仔(澎湖),短鮪 ",23.9,0.1,0.0,0.0,,41.0,,
魚貝類,正鰹,"煙仔虎,煙仔,小串,柴魚,肥煙,鯤(臺東),煙仔魚,卓鮶/大煙(澎湖)",23.1,5.6,1.7,0.0,,50.0,,
魚貝類,花腹鯖,"花飛,青輝,飛威/青飛/胡麻鯖 ",23.9,4.0,1.5,0.1,0.0,36.0,13.0,
魚貝類,高麗馬加鰆,"破北,闊北,闊腹仔,高麗鰆,破腹 ",19.4,4.0,1.6,0.3,,46.0,,
魚貝類,康氏馬加鰆切片(去皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",18.7,12.5,3.1,0.0,0.5,52.0,,
魚貝類,康氏馬加鰆切片(含皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",19.3,10.4,5.1,1.5,,54.0,,
魚貝類,臺灣馬加鰆,"白北,白腹仔",20.2,10.4,4.7,0.0,,51.0,,
魚貝類,鮪魚生魚片,,23.3,0.1,0.0,0.0,,27.0,,
魚貝類,鯖魚(生),,14.4,39.4,9.1,0.2,,56.0,,
魚貝類,鯖魚(炒),,16.7,37.6,8.5,0.1,,68.0,,
魚貝類,鯖魚(炸),,17.2,53.4,11.8,0.1,,75.0,,
魚貝類,"鯖魚(烤,150度,10分)",,16.5,37.8,8.4,0.0,,58.0,,
魚貝類,"鯖魚(烤,150度,20分)",,19.1,34.8,8.1,0.0,,82.0,,
魚貝類,"鯖魚(烤,150度,30分)",,19.9,50.0,11.5,0.0,,79.0,,
魚貝類,"鯖魚(烤,180度,10分)",,20.2,31.8,7.4,0.0,,82.0,,
魚貝類,"鯖魚(烤,210度,10分)",,19.0,43.4,10.0,0.0,,74.0,,
魚貝類,鯖魚(煮),,14.9,34.5,8.5,0.4,,51.0,,
魚貝類,鯖魚(煎),,20.0,35.9,8.6,0.0,,86.0,,
魚貝類,鯖魚(蒸),,14.6,36.5,8.8,0.7,,52.0,,
魚貝類,旗魚切片,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",26.0,0.0,0.0,0.8,,36.0,,
魚貝類,旗魚腹肉,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",22.2,1.1,0.4,0.0,0.0,131.0,,
魚貝類,刺鯧(去皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",18.8,1.6,0.6,0.1,,162.0,,
魚貝類,刺鯧(含皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",17.8,8.7,3.6,0.0,,179.0,,
魚貝類,星斑真鯧,"(市售稱""花鯧"")",15.6,16.3,4.4,0.0,0.0,60.0,,
魚貝類,銀鯧平均值(去皮),"白(正/暗)鯧,白鯧魚,鯧仔魚,黑鰭,車片魚",17.7,4.4,2.0,0.2,,248.0,,
魚貝類,銀鯧(2月),"白鯧,正鯧,銀鯧,支子",17.9,5.1,1.5,0.0,,93.0,,
魚貝類,銀鯧(3月),"白鯧,正鯧,銀鯧,支子",17.6,5.0,2.3,0.7,,65.0,,
魚貝類,銀鯧(5月),"白鯧,正鯧,銀鯧,支子",16.4,3.9,2.0,0.0,,345.0,,
魚貝類,銀鯧(8月),"白鯧,正鯧,銀鯧,支子",17.7,2.9,1.6,1.6,,647.0,,
魚貝類,銀鯧(12月),"白鯧,正鯧,銀鯧,支子",19.1,5.0,2.6,0.2,,93.0,,
魚貝類,銀鯧(含皮),"白鯧,正鯧,銀鯧,支子",16.8,5.8,2.8,1.1,0.0,315.0,15.0,
魚貝類,斑鱧,"鮕?,雷魚,南鱧,臺灣雷魚,臺灣魚虎",18.3,4.5,1.2,0.0,,54.0,,
魚貝類,大口鰜切片(含皮),"咬龍狗,左口,扁魚,皇帝魚,比目魚,咬網狗/肉瞇仔(澎湖)",14.7,11.5,2.4,0.0,,93.0,,
魚貝類,鰈魚切片,大比目魚(扁鱈),13.2,16.1,3.5,0.0,0.0,80.0,0.0,
魚貝類,雙線鬚鰨,"牛舌,龍舌,扁魚,皇帝魚,比目魚",19.9,0.8,0.3,0.3,,63.0,,
魚貝類,單角革單棘魨(去皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",17.2,0.6,0.2,0.0,0.1,181.0,,
魚貝類,單角革單棘魨(含皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",17.9,0.0,0.0,0.0,,87.0,,
魚貝類,克氏兔頭魨,"鯖河魨,煙仔規,黃魚規,烏魚規,青皮魚規,金紙規,規仔,金規(澎湖)",17.8,0.1,0.0,0.0,,134.0,,
魚貝類,翻車魨腹肉,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功) ",10.2,0.4,0.3,0.7,0.0,52.0,,
魚貝類,犬牙南極魚切片,"南極鱈,美露鱈,黑狗鱈,智利海鱸(圓鱈)",12.1,25.5,6.2,0.0,0.0,79.0,,
魚貝類,低眼無齒芒魚片(芒加魚邊),,14.2,1.7,0.8,0.0,0.0,285.0,,
魚貝類,秋刀魚,"竹刀魚,山瑪魚",18.8,21.8,5.6,4.1,0.1,55.0,16.0,
魚貝類,毛鱗魚,"喜相逢,多春魚,樺太柳葉魚（日文）",14.1,9.4,1.9,0.4,0.1,310.0,0.0,
魚貝類,圓鱈魚鰓肉,,14.5,2.5,0.7,3.9,0.0,225.0,,
魚貝類,鯛魚下巴,鯛魚喉,16.1,19.6,5.3,0.0,0.0,38.0,,
魚貝類,鯊魚翅,魚翅,43.5,0.0,,0.0,,7.0,,
魚貝類,魚翅唇,,9.9,0.6,0.2,0.0,0.0,35.0,,
魚貝類,翻車魨魚皮,"曼波魚皮,翻車魚皮",6.5,0.0,0.0,0.0,0.0,205.0,0.0,
魚貝類,鯊魚皮,,12.4,0.2,,0.0,0.0,47.0,,
魚貝類,魚漿(旗魚),,16.8,1.3,0.5,7.8,3.9,755.0,3.0,
魚貝類,鮸魚卵(加工),,21.9,10.1,2.4,3.6,,150.0,,
魚貝類,鯔魚卵,烏魚卵,26.3,15.9,2.6,3.2,,73.0,,
魚貝類,鰆魚卵,土魠魚卵,23.5,10.2,2.9,0.2,0.0,89.0,,
魚貝類,鰹魚卵,,21.5,10.2,2.9,0.6,,129.0,,
魚貝類,鯔魚精囊,鯔(烏)魚鰾(膘),17.3,1.7,0.6,0.0,,61.0,,
魚貝類,??魚肝,,13.6,8.6,3.2,1.9,0.9,188.0,,
魚貝類,旗魚肚,,22.5,0.4,,2.9,,292.0,,
