食品分類,樣品名稱,俗名,粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),糖質總量(g),鈉(mg),反式脂肪(mg),酒精含量(g)
魚貝類,鮪魚肚,,23.4,0.7,0.3,0.0,0.0,35.0,,
魚貝類,小魚干,,69.2,4.4,2.1,0.0,,1753.0,,
魚貝類,扁魚干,,66.3,7.9,3.2,1.1,,406.0,,
魚貝類,柴魚片,,76.5,6.2,2.8,2.6,,433.0,,
魚貝類,羅氏沼蝦,"泰國蝦,泰國長臂大蝦,淡水長臂大蝦",20.3,0.2,0.1,0.2,,104.0,,
魚貝類,北方長額蝦(加工),"北極蝦,北極甜蝦,冷水蝦",19.9,4.1,0.9,2.7,,562.0,,
魚貝類,東方異腕蝦,"米諾蝦,鐵甲蝦,蝦母,大頭蝦",17.7,0.3,0.1,0.0,,457.0,,
魚貝類,胭脂蝦,"文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")",13.8,6.1,1.2,0.7,0.2,462.0,,
魚貝類,日本玻璃蝦,"水晶蝦,白丁",16.2,1.5,0.4,2.0,0.5,566.0,,
魚貝類,相模後海螯蝦,"相模角蝦,小龍蝦,鐵甲蝦,角蝦,蝦猴",17.9,0.3,0.0,0.0,,317.0,,
魚貝類,中國對蝦,對蝦;明蝦;大蝦;黃蝦;青蝦;大正蝦,19.3,0.2,0.1,1.0,,196.0,,
魚貝類,日本對蝦平均值,"斑節蝦,雷公蝦,明蝦,九節蝦",21.3,0.7,0.2,0.4,0.0,287.0,,
魚貝類,日本對蝦(大),"斑節蝦,雷公蝦,明蝦,九節蝦",21.6,0.5,0.1,0.0,0.0,255.0,,
魚貝類,日本對蝦(小),"斑節蝦,雷公蝦,明蝦,九節蝦",20.9,0.8,0.2,1.8,0.0,319.0,,
魚貝類,白對蝦平均值,"南美白蝦,美洲白蝦,南美白對蝦,白蝦",21.3,0.9,0.3,0.0,0.1,210.0,5.0,
魚貝類,白對蝦(大),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",22.3,1.5,0.5,0.0,0.0,306.0,,
魚貝類,白對蝦(小),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",21.4,0.5,0.2,0.0,0.0,178.0,,
魚貝類,白對蝦(小)(2022年取樣),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",20.3,0.7,0.3,1.3,0.4,145.0,5.0,
魚貝類,哈氏彷對蝦,"長角仿對蝦,劍蝦,紅(正)劍,硬槍蝦",18.7,0.2,0.1,0.6,,294.0,,
魚貝類,草對蝦,草蝦;烏斑節仔,22.0,0.7,0.3,1.0,0.3,150.0,0.0,
魚貝類,藍對蝦,藍蝦,20.9,0.6,0.2,0.0,0.0,135.0,,
魚貝類,鬚赤蝦,"鬚赤對蝦,厚殼蝦(仔),火燒蝦,狗蝦,大厚殼",20.7,0.4,0.1,0.6,,341.0,,
魚貝類,大管鞭蝦,"憂鬱管鞭蝦,大頭紅蝦,大頭蝦,紅中蝦,蔥頭蝦",19.8,0.3,0.1,0.6,,270.0,,
魚貝類,隆脊管鞭蝦,"大頭紅蝦,大頭蝦,紅蝦,蔥頭蝦",22.1,0.2,0.1,0.6,,207.0,,
魚貝類,螳螂蝦,"蝦蛄,蝦猴,蝦姑仔,?尿蝦(常誤寫為瀨或賴)",14.7,0.5,0.2,0.0,,344.0,,
魚貝類,日本龍蝦,龍蝦;台灣龍蝦;紅腳蝦;紅殼仔;正龍蝦;紅龍蝦,21.5,0.1,0.0,1.0,,234.0,,
魚貝類,正櫻蝦(生),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",17.9,1.3,0.4,0.0,0.0,386.0,,
魚貝類,正櫻蝦(熟),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",19.6,1.4,0.4,0.0,0.0,504.0,,
魚貝類,正櫻蝦乾,"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",52.6,3.1,0.5,13.4,,1345.0,,
魚貝類,大頭蝦仁,,8.8,0.2,0.1,0.0,,765.0,,
魚貝類,明蝦仁,,11.9,0.1,0.0,0.0,,252.0,,
魚貝類,紅蝦仁,,9.5,0.3,0.1,1.5,0.0,596.0,,
魚貝類,海鱸蝦仁,,16.3,0.4,0.1,1.3,0.0,225.0,,
魚貝類,草蝦仁,,9.7,0.3,0.1,0.9,0.0,431.0,,
魚貝類,鳳尾蝦仁,,13.4,0.8,0.3,0.3,0.0,357.0,,
魚貝類,鬚赤蝦仁,火燒蝦仁,17.1,0.7,0.3,0.0,0.4,279.0,,
魚貝類,蝦皮,,33.6,1.3,0.5,2.7,,4273.0,,
魚貝類,蝦米,,57.1,2.2,0.8,0.0,0.0,3186.0,7.0,
魚貝類,金鉤蝦乾,"海米,扁米,開洋",54.6,2.6,1.1,0.0,1.3,2553.0,,
魚貝類,紅蟳,"青蟳(蟹)(交配後卵巢成熟雌蟹),菜蟳",20.9,3.6,1.8,6.5,,309.0,,
魚貝類,蛙形蟹,"旭蟹,蝦姑頭,候貝切,紅面猴,海臭蟲,西姑麻",16.6,0.1,0.0,2.8,,343.0,,
魚貝類,蟹腳肉,,11.6,0.3,0.1,1.2,0.0,591.0,0.0,
魚貝類,竹蟶(冷凍),"竹蛤,竹蚶,蟶仔,竹節蟶",9.0,0.3,0.2,1.2,0.0,499.0,,
魚貝類,真牡蠣平均值,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",9.4,1.6,0.6,4.2,0.4,148.0,,
魚貝類,真牡蠣,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",9.0,1.2,0.5,1.8,0.4,194.0,,
魚貝類,帶殼真牡蠣(生蠔),"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",9.8,1.9,0.7,6.7,,103.0,,
魚貝類,黑齒牡蠣,石蚵,9.7,1.5,0.6,3.1,2.2,749.0,,
魚貝類,蝦夷海扇蛤,"扇貝,立帆蛤,帆立貝",13.7,1.2,0.4,2.3,0.0,283.0,,
魚貝類,綠殼菜蛤,"孔雀蛤,淡菜,翡翠貽貝",17.8,2.2,0.7,2.6,,301.0,,
魚貝類,綠殼菜蛤干,"孔雀蛤干,淡菜干,翡翠貽貝干",43.7,8.5,3.6,23.9,,865.0,,
魚貝類,西施舌,"紫貝,西肚舌,西刀舌(蚶),紫晃肉,雙線血蚶,獅刀舌,西施貝",8.9,1.6,0.7,5.4,,36.0,,
魚貝類,台灣蜆,"蜆(蜊/拉)仔,河蜆",8.9,1.4,0.6,9.8,,20.0,,
魚貝類,大文蛤,"文蛤,普通文蛤",4.4,0.2,,1.5,,774.0,,
魚貝類,文蛤,"粉蟯,蚶仔,麗文蛤,普通文蛤",7.6,0.5,0.2,2.7,0.0,446.0,,
魚貝類,波紋橫簾蛤 ,"波紋巴非蛤,山瓜仔(子),海瓜仔(子)",9.2,1.0,0.4,4.6,1.5,377.0,,
魚貝類,菲律賓簾蛤,"菲律賓蛤仔,海瓜子(仔)蛤,花蛤",7.5,0.5,0.2,4.1,1.4,442.0,,
魚貝類,環文蛤,"赤嘴蛤,赤嘴仔,青蛤,海蜆,公代",8.7,1.0,0.4,3.7,1.4,760.0,,
魚貝類,干貝(冷凍),"元貝,瑤柱",12.7,0.4,0.1,1.7,0.0,949.0,,
魚貝類,干貝(乾)平均值,,53.7,1.4,0.6,10.8,0.0,2751.0,,
魚貝類,干貝(乾),"元貝,瑤柱",58.5,0.7,,15.5,,2424.0,,
魚貝類,珠貝(乾),珍珠干貝,48.9,2.2,0.9,6.1,0.0,3078.0,,
魚貝類,牡蠣干,蚵干,41.0,7.5,3.2,26.2,,1316.0,,
魚貝類,真烏賊平均值,"花枝,墨魚,金烏賊,烏?,墨鬥魚",12.2,0.6,0.2,3.7,0.0,68.0,,
魚貝類,真烏賊(大),"花枝,墨魚,金烏賊,烏?,墨鬥魚",13.9,0.3,0.1,0.8,,106.0,,
魚貝類,真烏賊(小),"花枝,墨魚,金烏賊,烏?,墨鬥魚",10.5,0.9,0.4,6.6,0.0,30.0,,
魚貝類,章魚,"厚嘴仔,石居,八爪魚,坐蛸,石吸,望潮,死牛",13.0,0.6,,0.9,,230.0,,
魚貝類,阿根廷魷,阿根廷滑柔魚,12.4,2.0,0.7,0.4,0.0,57.0,,
魚貝類,泡魷魚,,11.3,0.2,0.0,3.0,,239.0,,
魚貝類,台灣鎖管,"鎖管,小卷?",16.0,0.4,0.2,1.6,,249.0,,
魚貝類,尖鎖管 ,"尖仔鎖管,詩博加槍烏賊,尖仔,小卷(幼體)",20.2,1.5,0.7,2.4,0.0,211.0,,
魚貝類,軟翅仔,"萊氏擬烏賊,軟翅鎖管,軟翅(薯/絲),泥障?,擬烏賊,柔魚",14.7,0.8,0.3,0.8,0.0,400.0,,
魚貝類,香螺 ,"小天狗剌螺,雪螺",19.9,0.1,0.0,0.0,,166.0,,
魚貝類,象牙鳳螺,"鳳(花/風/皇)螺,象牙螺",16.9,0.7,0.2,3.6,,372.0,,
魚貝類,泥螺,黃泥螺,21.5,0.3,0.1,0.3,,166.0,,
魚貝類,雪螺,,8.9,0.3,0.0,0.0,,58.0,,
魚貝類,九孔螺,九孔;雜色鮑;石決明 ,15.0,1.0,0.4,5.8,,327.0,,
魚貝類,鮑魚,鰒魚;石決明;石決明貝,15.8,0.1,0.0,9.5,,199.0,,
魚貝類,蝸牛肉,,16.7,0.7,0.2,0.0,0.0,72.0,,
魚貝類,烏賊精囊,"烏賊鰾(膘),花枝鰾(膘)",9.8,0.2,0.0,6.4,,428.0,,
魚貝類,小卷干,鎖管干(乾),53.2,2.1,0.8,4.7,,1378.0,,
魚貝類,白海參,"海蚯蚓,沙糞",7.4,0.1,0.0,0.0,0.0,51.0,,
魚貝類,仿刺參,刺參,8.2,0.1,,0.8,,53.0,,
魚貝類,南美刺參,,12.0,0.0,0.0,0.0,0.0,86.0,,
魚貝類,紅海參,,7.5,0.1,0.0,0.0,,87.0,,
魚貝類,黑烏參,,6.5,0.1,0.0,0.0,0.0,64.0,,
魚貝類,海蜇皮,"?魚,海蛇,紅(面)蜇,鮓魚",4.4,0.0,,2.2,,8127.0,,
蛋類,雞蛋平均值,,12.7,8.9,3.1,1.6,0.2,138.0,30.0,
蛋類,雞蛋(白殼),,12.9,9.2,3.2,1.3,0.1,129.0,30.0,
蛋類,雞蛋(黃殼),,12.5,8.6,3.0,2.0,0.3,147.0,,
蛋類,土雞蛋,,12.9,8.1,2.5,1.7,0.4,140.0,,
蛋類,土雞蛋(2022年取樣),,12.2,9.3,3.3,1.8,0.3,152.0,28.0,
蛋類,烏骨雞蛋,,12.7,11.6,3.9,2.4,0.3,120.0,,
蛋類,雞蛋(高DHA),,12.5,8.6,3.0,1.8,,141.0,,
蛋類,雞蛋(高次亞麻油酸),,12.4,9.4,3.1,2.8,,137.0,,
蛋類,雞蛋(高亞麻油酸),,13.0,8.4,2.4,0.8,,161.0,,
蛋類,初卵雞蛋,,12.3,9.2,3.2,1.4,0.3,115.0,,
蛋類,雞蛋(高維生素A&E),,12.1,9.0,2.8,0.0,,151.0,,
蛋類,雞蛋(高維生素E),,12.8,9.7,3.1,1.4,,139.0,,
蛋類,雞蛋白平均值,,11.2,0.1,0.1,0.5,0.3,183.0,,
蛋類,雞蛋白(白殼),,10.7,0.1,0.1,0.0,0.3,154.0,,
蛋類,雞蛋白(黃殼),,11.6,0.2,,1.2,,213.0,,
蛋類,烏骨雞蛋白,,10.6,0.0,0.0,1.7,0.0,184.0,,
蛋類,雞蛋黃平均值,,15.2,26.8,9.2,3.6,0.0,56.0,,
蛋類,雞蛋黃(白殼),,16.0,28.9,9.9,1.6,0.0,52.0,,
蛋類,雞蛋黃(黃殼),,14.5,24.7,8.5,5.6,,60.0,,
蛋類,烏骨雞蛋黃,,15.5,30.6,10.9,1.4,0.2,50.0,,
蛋類,雞蛋黃(高維生素E),,16.2,27.0,9.0,5.4,,57.0,,
蛋類,溫泉蛋,,12.9,7.8,2.8,3.8,0.6,494.0,,
蛋類,雞水煮蛋,,14.0,9.2,3.1,1.7,,124.0,,
蛋類,雞水煮蛋白,,13.6,0.2,0.1,1.5,,170.0,,
蛋類,雞水煮蛋黃,,15.5,30.5,10.1,2.9,,50.0,,
蛋類,茶葉蛋平均值,,13.7,9.1,3.1,2.2,1.8,444.0,,
蛋類,茶葉蛋(市售),,13.5,8.7,3.1,3.5,1.8,430.0,,
蛋類,茶葉蛋(浸泡隔夜),,13.8,9.4,3.1,0.9,,458.0,,
蛋類,茶葉蛋白(浸泡隔夜),,12.9,0.1,0.0,0.4,,555.0,,
蛋類,茶葉蛋黃(浸泡隔夜),,15.7,30.3,10.1,2.2,,239.0,,
蛋類,雞皮蛋平均值,,12.5,8.1,2.7,3.0,0.0,599.0,,
蛋類,雞皮蛋,,12.8,8.5,2.7,3.6,,616.0,,
蛋類,土雞皮蛋,,12.2,7.6,2.8,2.3,0.0,583.0,,
蛋類,滷蛋平均值,,16.4,11.1,3.8,4.6,4.3,1156.0,,
蛋類,雞滷蛋(市售),,15.7,11.4,4.1,6.4,4.3,583.0,,
蛋類,雞滷蛋(現煮),,16.6,11.1,3.7,3.1,,1278.0,,
蛋類,雞滷蛋(浸泡隔夜),,16.9,10.8,3.6,4.4,,1607.0,,
蛋類,滷蛋白平均值,,16.7,0.2,0.1,4.6,,1794.0,,
蛋類,雞滷蛋白(現煮),,16.6,0.2,0.1,3.9,,1623.0,,
蛋類,雞滷蛋白(浸泡隔夜),,16.7,0.2,0.1,5.2,,1966.0,,
蛋類,滷蛋黃平均值,,17.0,33.7,11.4,1.9,,697.0,,
蛋類,雞滷蛋黃(現煮),,16.6,33.8,11.4,1.3,,563.0,,
蛋類,雞滷蛋黃(浸泡隔夜),,17.4,33.6,11.3,2.6,,832.0,,
蛋類,雞鐵蛋,,26.6,17.5,6.2,5.9,,766.0,,
蛋類,雞水波蛋,(不帶殼水煮蛋),11.6,10.7,3.6,0.8,,92.0,,
蛋類,荷包蛋(不加油),,14.0,11.2,3.8,1.4,,151.0,,
蛋類,荷包蛋(加油1小匙),,13.0,14.9,3.1,1.6,,140.0,,
蛋類,煎蛋(不加油),,13.5,11.3,3.8,4.9,,145.0,,
蛋類,炒蛋(加油3大匙),,12.9,16.1,3.0,4.6,,126.0,,
蛋類,蒸蛋平均值,,5.3,4.6,1.7,2.2,,151.0,,
蛋類,蒸蛋(市售),芙蓉豆腐,3.6,1.8,0.6,3.4,,327.0,,
蛋類,蒸蛋(微波爐),,6.4,6.0,2.4,1.8,,65.0,,
蛋類,蒸蛋(電鍋),,5.8,6.0,2.1,1.3,,62.0,,
蛋類,鴨蛋,,13.1,14.4,4.6,0.2,0.0,149.0,,
蛋類,紅面番鴨蛋,,13.1,15.6,4.9,0.0,,129.0,,
蛋類,鴨蛋白,,10.8,0.0,,1.4,,163.0,,
蛋類,鴨蛋黃,,15.8,30.8,10.0,2.0,,50.0,,
蛋類,鴨皮蛋,,12.8,11.4,3.6,2.7,0.0,590.0,,
蛋類,鴨鹹蛋平均值,,13.3,14.1,4.6,1.1,0.1,1672.0,,
蛋類,鴨生鹹蛋,,12.5,14.7,4.6,0.0,,1681.0,,
蛋類,鴨熟鹹蛋,,13.7,13.8,4.5,0.8,0.2,2068.0,,
蛋類,鴨熟鹹蛋(薄鹽),,13.7,13.8,4.6,3.5,0.0,1267.0,,
蛋類,鴨鹹蛋黃,,23.6,47.6,15.3,1.3,0.0,397.0,,
蛋類,鵪鶉蛋,鳥蛋,12.7,13.0,4.8,1.2,0.4,142.0,,
蛋類,鵪鶉水煮蛋,鳥蛋,12.3,12.1,4.5,0.0,0.0,89.0,,
蛋類,鵪鶉皮蛋,鳥蛋,13.8,10.9,3.9,1.8,0.0,791.0,,
蛋類,鵪鶉鹹蛋,鳥蛋,13.7,12.3,4.4,1.9,0.2,1810.0,,
蛋類,鵪鶉滷蛋,鳥蛋,16.2,14.3,5.4,11.1,5.0,315.0,,
蛋類,鵪鶉鐵蛋,鳥蛋,28.8,26.9,9.9,20.4,,194.0,,
蛋類,鴿蛋,鳥蛋,10.2,5.7,1.5,2.5,,143.0,,
蛋類,鵝蛋,,10.0,15.0,5.5,3.2,,134.0,,
乳品類,高脂鮮乳,"牛乳,牛奶",3.2,4.0,2.7,6.1,5.0,39.0,105.0,
乳品類,全脂鮮乳平均值,"牛乳,牛奶",3.1,3.6,2.5,4.8,4.4,37.0,92.0,
乳品類,全脂鮮乳(1月取樣),"牛乳,牛奶",2.9,3.6,2.5,4.7,,40.0,,
乳品類,全脂鮮乳(4月取樣),"牛乳,牛奶",2.9,3.6,2.5,4.6,4.9,35.0,91.0,
乳品類,全脂鮮乳(6月取樣),"牛乳,牛奶",3.2,3.6,2.5,4.6,4.0,36.0,,
乳品類,全脂鮮乳(9月取樣),"牛乳,牛奶",2.8,3.6,2.4,5.3,4.3,33.0,,
乳品類,全脂鮮乳(10月取樣),"牛乳,牛奶",3.0,3.7,2.6,4.8,4.5,36.0,,
乳品類,全脂鮮乳(11月取樣),"牛乳,牛奶",3.1,3.5,2.4,4.6,,47.0,,
乳品類,全脂鮮乳(12月取樣),"牛乳,牛奶",3.2,3.4,2.4,5.2,,42.0,,
乳品類,全脂鮮乳(7月取樣),"牛乳,牛奶",3.7,3.7,2.5,4.2,4.4,32.0,94.0,
乳品類,中脂鮮乳,"牛乳,牛奶",3.1,1.9,1.3,4.8,,46.0,,
乳品類,低脂鮮乳,"牛乳,牛奶",3.3,1.1,0.7,5.0,4.7,28.0,22.0,
乳品類,高脂強化鮮乳(鈣強化),"牛乳,牛奶",3.2,3.9,2.7,5.2,4.6,36.0,,
乳品類,高脂強化鮮乳(寡醣強化),"牛乳,牛奶",3.2,4.1,2.9,5.1,,44.0,,
乳品類,中脂強化鮮乳(脂肪酸調整),"牛乳,牛奶",2.0,2.0,1.4,8.6,,37.0,,
乳品類,低脂強化鮮乳(維生素E強化),"牛乳,牛奶",3.0,1.3,1.0,4.2,5.0,43.0,51.0,
乳品類,低脂強化鮮乳(寡醣強化),"牛乳,牛奶",3.1,1.3,0.9,5.5,4.5,33.0,,
乳品類,脫脂強化鮮乳(鈣強化),"牛乳,牛奶",3.5,0.3,0.2,6.3,,49.0,,
乳品類,脫脂強化鮮乳(寡醣強化),"牛乳,牛奶",3.1,0.4,0.2,5.2,4.6,33.0,,
乳品類,脫脂強化鮮乳(鐵強化),"牛乳,牛奶",4.2,0.2,0.1,5.6,,59.0,,
乳品類,中脂調味乳(巧克力),"牛乳,牛奶",1.9,2.0,1.4,9.2,6.9,30.0,,
乳品類,中脂調味乳(多穀類),"牛乳,牛奶",2.4,3.1,2.1,7.6,,45.0,,
乳品類,中脂調味乳(果汁),"牛乳,牛奶",1.6,1.6,1.2,8.4,9.9,39.0,42.0,
乳品類,中脂調味乳(鈣強化),"牛乳,牛奶",2.3,2.6,1.8,8.9,4.1,63.0,107.0,
乳品類,中脂調味乳(維生素強化),"牛乳,牛奶",2.0,1.9,1.3,8.6,7.1,30.0,59.0,
乳品類,中脂調味乳(纖維&維生素E強化),"牛乳,牛奶",2.4,2.1,1.5,9.3,,50.0,,
乳品類,低脂調味乳(木瓜),"牛乳,牛奶",1.8,1.3,0.9,10.5,9.5,58.0,48.0,
乳品類,高脂保久乳,"牛乳,牛奶",3.1,5.1,3.5,3.4,4.6,32.0,,
乳品類,全脂保久乳,"牛乳,牛奶",3.0,3.4,2.6,5.1,4.5,55.0,90.0,
乳品類,中脂保久乳,"牛乳,牛奶",3.2,1.8,1.4,4.8,6.1,52.0,49.0,
乳品類,低脂強化保久乳(寡糖強化),"牛乳,牛奶",3.2,1.0,0.7,6.0,4.8,33.0,,
乳品類,中脂調味保久乳(巧克力),"牛乳,牛奶",1.9,1.7,1.3,9.3,8.4,34.0,,
乳品類,中脂調味保久乳(布丁),"牛乳,牛奶",1.6,1.7,1.3,9.8,,51.0,,
乳品類,全脂奶粉,乳粉,26.4,28.2,19.3,37.0,36.4,337.0,,
乳品類,部份脫脂奶粉,乳粉,32.8,11.6,8.0,46.1,44.7,352.0,271.0,
乳品類,部份脫脂奶粉(即溶),乳粉,23.7,16.4,12.4,51.6,,303.0,,
乳品類,部份脫脂低乳糖奶粉,乳粉,34.6,10.4,7.7,45.6,,401.0,,
乳品類,脫脂奶粉,乳粉,36.2,0.9,0.4,51.2,36.6,338.0,,
乳品類,脫脂奶粉(即溶),乳粉,38.0,1.0,0.7,48.8,34.2,435.0,13.0,
乳品類,全脂強化奶粉(纖維強化),乳粉,25.6,27.0,21.0,39.5,,313.0,,
乳品類,部份脫脂強化奶粉(鈣強化),乳粉,25.0,11.8,7.9,51.0,44.5,331.0,,
乳品類,部份脫脂強化奶粉(纖維&DHA強化),乳粉,23.2,22.1,15.1,47.3,,276.0,,
乳品類,部份脫脂強化奶粉(纖維&鈣強化),乳粉,35.9,3.7,2.6,48.9,30.2,412.0,188.0,
乳品類,部份脫脂強化奶粉(脂肪酸調整),乳粉,22.7,23.5,10.2,45.9,,284.0,,
乳品類,脫脂強化奶粉(抗氧化),乳粉,32.3,1.0,0.7,56.6,,496.0,,
乳品類,脫脂強化奶粉(鈣&維生素A強化),乳粉,38.0,1.0,0.7,48.8,33.8,387.0,10.0,
乳品類,"脫脂強化奶粉(鈣&維生素C,E強化)",乳粉,32.8,0.7,0.5,55.4,17.5,417.0,,
乳品類,脫脂強化奶粉(鈣&鐵強化),乳粉,35.6,0.7,0.5,52.3,33.2,416.0,13.0,
乳品類,部份脫脂調味奶粉(巧克力),乳粉,14.1,6.9,4.9,71.9,49.3,139.0,,
乳品類,部份脫脂調味奶粉(果汁),乳粉,19.8,12.3,9.2,61.4,56.9,208.0,324.0,
乳品類,脫脂稀釋發酵乳,活菌乳酸飲料,1.1,0.1,0.0,15.8,14.8,21.0,,
乳品類,脫脂稀釋發酵乳(鈣強化),活菌乳酸飲料,1.0,0.1,0.0,16.9,15.2,20.0,,
乳品類,全脂濃稠發酵乳,優酪乳,4.1,3.2,2.1,11.3,11.2,52.0,,
乳品類,中脂濃稠發酵乳,優酪乳,2.9,2.3,1.6,12.6,9.1,38.0,,
乳品類,中脂濃稠發酵乳(無糖&纖維強化),優酪乳,3.2,2.2,1.5,10.4,3.2,37.0,,
乳品類,中脂濃稠發酵乳(草莓),優酪乳,3.1,2.7,1.8,13.0,10.8,46.0,,
乳品類,低脂濃稠發酵乳,優酪乳,2.3,1.1,0.7,13.6,10.2,30.0,,
乳品類,脫脂濃稠發酵乳,優酪乳,3.0,0.4,0.3,12.1,10.2,26.0,,
乳品類,脫脂濃稠發酵乳(低熱量),優酪乳,2.0,0.1,0.0,6.9,5.3,31.0,,
乳品類,脫脂濃稠發酵乳(草莓),優酪乳,2.3,0.4,0.3,13.8,10.4,49.0,9.0,
乳品類,脫脂濃稠發酵乳(啤酒酵母),優酪乳,2.1,0.1,0.0,6.4,4.1,28.0,,
乳品類,高脂凝態發酵乳(纖維強化),優格,3.2,3.8,2.6,11.9,10.4,42.0,,
乳品類,全脂凝態發酵乳,優格,3.1,3.3,2.3,13.6,12.2,69.0,,
乳品類,中脂凝態發酵乳(草莓),優格,3.7,2.7,2.0,15.7,13.9,58.0,43.0,
乳品類,中脂凝態發酵乳(蘆薈),優格,1.7,2.5,1.7,15.1,13.4,38.0,,
乳品類,脫脂凝態發酵乳(纖維強化),優格,4.1,0.5,0.3,15.9,10.9,51.0,,
乳品類,脫脂保久稀釋發酵乳,乳酸飲料,0.1,0.1,0.0,11.0,11.8,28.0,,
乳品類,脫脂保久濃稠發酵乳(草莓&蘋果),保久優酪乳,3.0,0.2,0.1,13.6,,57.0,,
乳品類,淡煉乳,"蒸發乳,奶水",6.5,8.3,5.9,9.1,,187.0,,
乳品類,加糖部份脫脂煉乳,,7.5,7.8,3.9,56.2,52.4,88.0,,
乳品類,切片乾酪,"起司,芝士(市售亦稱""乳酪"")",18.3,23.7,17.5,5.9,1.7,1594.0,,
乳品類,切片乾酪(低脂),"起司,芝士(市售亦稱""乳酪"")",21.7,13.0,9.4,8.8,3.5,1598.0,348.0,
乳品類,刨絲乾酪,"起司,芝士(市售亦稱""乳酪"")",25.1,22.6,15.8,4.4,0.4,548.0,752.0,
乳品類,乾酪粉,"起司粉,芝士粉(市售亦稱""乳酪粉"")",40.4,34.0,24.2,3.1,0.0,1543.0,1300.0,
乳品類,鮮奶可可,"巧克力牛奶,阿華田拿鐵",2.1,2.7,1.9,11.6,9.0,38.0,,
乳品類,木瓜牛奶,,1.7,0.6,0.4,7.7,6.4,9.0,,
乳品類,高脂鮮羊乳,羊奶,3.4,4.0,2.9,4.2,4.0,37.0,,
乳品類,中脂鮮羊乳,羊奶,2.7,2.4,2.1,3.9,,34.0,,
乳品類,保久羊乳,羊奶,3.0,3.3,2.4,4.5,3.0,46.0,,
乳品類,中脂調味保久羊乳(巧克力),羊奶,1.1,1.5,0.9,10.3,9.7,29.0,,
乳品類,中脂調味保久羊乳(果汁),羊奶,2.9,2.8,2.1,9.5,6.7,41.0,93.0,
乳品類,全脂羊奶粉,羊乳粉,26.7,29.8,21.4,34.8,28.8,232.0,571.0,
乳品類,全脂羊奶粉(即溶),羊乳粉,25.9,30.8,18.8,35.1,29.7,225.0,,
油脂類,牛油(未精煉),,0.0,71.9,31.0,4.2,,,,
油脂類,牛油(精煉),,0.0,99.1,48.9,0.6,,3.0,,
油脂類,豬油,,0.0,99.7,39.6,0.0,,,,
油脂類,豬油(2022年取樣),,0.0,99.9,38.2,0.0,0.0,1.0,369.0,
油脂類,高油酸豬油,,0.0,100.0,26.0,0.0,,,,
油脂類,雞油,,0.0,99.8,32.5,0.0,,,,
油脂類,"奶油(固態,不加鹽)","動物性奶油(CNS命名""乳酪"")",0.6,82.7,57.3,0.9,0.9,6.0,,
油脂類,"奶油(固態,加鹽)","動物性奶油(CNS命名""乳酪"")",0.7,77.5,55.2,3.7,0.0,624.0,,
油脂類,奶油(液態),"動物性奶油,鮮奶油(CNS命名""乳油"")",2.0,39.1,27.1,0.0,3.2,24.0,,
油脂類,人造奶油(維生素強化),植物性奶油,0.1,82.0,52.8,0.0,0.0,804.0,,
油脂類,人造奶油(2021年取樣),乳瑪琳,0.1,81.7,43.4,1.7,0.2,553.0,763.0,
油脂類,中脂人造奶油,植物性奶油,0.0,76.2,43.0,1.3,,883.0,,
油脂類,人造奶油(低熱量),,2.5,10.6,2.3,29.6,,476.0,,
油脂類,大豆油,"黃豆油,沙拉油",0.0,100.0,16.1,0.0,,,1014.0,
油脂類,大豆油(卵磷脂強化),,0.0,99.6,15.7,0.0,,,,
油脂類,大豆油(多種維生素強化),沙拉油,0.0,99.9,15.5,0.0,,,,
油脂類,玉米油,"粟米油,玉米胚芽油",0.0,99.8,14.8,0.1,,,,
油脂類,米油(秈米),"米糠油,玄米油,胚芽米油",0.1,99.9,24.1,0.0,,,1363.0,
油脂類,米油(粳米),"米糠油,玄米油,胚芽米油",0.0,99.9,20.1,0.0,,,,
油脂類,亞麻仁油,,0.2,92.8,9.7,6.9,,,,
油脂類,白芝麻油,,0.1,100.0,16.9,0.0,,,,
油脂類,黑芝麻油,,0.1,99.7,16.5,0.2,,,1199.0,
油脂類,調合芝麻油,,0.1,100.0,16.2,0.0,,,,
油脂類,花生油,,0.0,99.9,20.8,0.0,,,,
油脂類,調合花生油,,0.0,100.0,19.4,0.0,,,,
油脂類,油菜籽油,,0.0,99.9,6.4,0.0,,,,
油脂類,芥花油,"芥花籽油,菜籽油",0.0,99.9,9.7,0.0,,2.0,589.0,
油脂類,南瓜籽油,,0.0,99.9,17.9,0.0,,,,
油脂類,紅花籽油,,0.0,100.0,10.6,0.0,,,,
